smiles,cid,Molecular_Weight,Hydrogen_bond_Acceptor,Hydrogen_bond_Donor,xlogP,Physiological_Charge,Polarized_Surface_Area,Number_of_Rotatable_bonds,BBB
O=C1c2ccccc2S(=O)(=O)N1CCCN1CCN(CC1)c1ncccn1,72024,387.5,7,0,1.2,0,95.1,5,1
Fc1ccc2c(c1)c1CN(CCc3ccncc3)CCc1[nH]2,72038,295.4,3,1,2.9,0,31.9,3,1
O=C(Nc1ccccc1)OCC1(CCCC1)COC(=O)Nc1ccccc1,72076,368.4,4,2,4.5,0,76.7,8,1
O=C1CN=C(c2c(N1)cn(c2C)C)c1ccccc1,72104,253.3,2,1,1.6,0,46.4,1,1
COc1cccnc1CCCCNc1ncc(c(=O)[nH]1)Cc1ccc(nc1)C,72108,379.5,5,2,2.6,0,88.5,9,0
Cc1ccc(c(c1)Cl)N=C1NCCN1,72138,209.67,1,2,1.8,0,36.4,2,1
Clc1cccc(c1)N1CCN(C1=O)CCN1CC(C1)(C)C,72155,307.82,2,0,2.7,0,26.8,4,1
Nn1cnc2c(c1=O)cc1c(c2)cccc1,72846,211.22,3,1,1.4,0,58.7,0,1
CCNC(=O)N1CCN(CC1)CCCC(c1ccc(cc1)F)c1ccc(cc1)F,73333,401.5,4,1,4.1,0,35.6,7,1
COc1cc2CCN([C@@H]3c2c(c1O)C1(C=CC(=O)C=C1)C3)C,73426,297.3,4,1,2.2,0,49.8,1,1
CCC(=O)Nc1ccc(cc1)O,74325,165.19,2,2,1.3,0,49.3,2,1
NCCCN1c2ccccc2Sc2c1cc(Cl)cc2,74981,290.8,3,1,4.2,0,54.6,3,1
Clc1ccc(cc1)[C@@H]1CC[C@H](CC1)C1=C(O)C(=O)c2c(C1=O)cccc2,74989,366.8,3,1,5.2,0,54.4,2,0
OC(=O)c1ccccc1Oc1ccccc1,75237,214.22,3,1,3.1,0,46.5,3,1
C=COCCCCOC=C,77501,142.2,2,0,2.1,0,18.5,7,1
Clc1ccc(c(c1)C)N=C1NCCN1,77870,209.67,1,2,1.8,0,36.4,2,1
CCN(C(=O)Oc1cccc(c1)[C@@H](N(C)C)C)C,77991,250.34,3,0,2.3,0,32.8,5,1
CN(CCc1ccccn1)C,80554,150.22,2,0,0.8,0,16.1,3,1
CNCCC=C1c2ccccc2C(c2c1cccc2)(C)C,82730,277.4,1,1,5.1,0,12,3,1
ClCCN(c1ccc(cc1)CCCC(=O)OC(C)(C)C)CCCl,83909,360.3,3,0,3,0,29.5,11,1
CC(c1ccc(cc1)Cl)(CC(O)(C)C)O,85896,228.71,2,2,2.2,0,40.5,3,1
CCc1c(O)c(=O)ccn1CC,86322,167.2,3,1,1.3,0,40.5,2,1
OCCn1ccc(=O)c(c1CC)O,86379,183.2,4,2,0.3,0,60.8,3,0
NCCc1nccs1,87653,128.2,3,1,0.3,0,67.2,2,1
CCC[C@@H](C1(CC)C(=O)NC(=O)NC1=O)C,88981,226.27,3,2,2.1,0,75.3,4,1
CN1CCC[C@H]1c1cccnc1,89594,162.23,2,0,1.2,0,16.1,1,1
O=C1CC(=O)N(c2c(N1)ccc(c2)Cl)c1ccccc1,89657,286.71,2,1,1.9,0,49.4,1,1
Clc1ccc(c(c1)Cl)N=C1NCCN1,90274,230.09,1,2,2,0,36.4,2,1
C1CN[C@@H](C1)c1cccnc1,91462,148.2,2,1,0.2,0,24.9,1,1
O[C@H](COc1cccc2c1cccc2)CNC(C)C,91536,259.34,3,2,3,0,41.5,6,0
C1CCN(CC1)Cc1cccc(c1)OCCCNc1nc2c(s1)cccc2,91769,381.5,5,1,5.4,0,65.6,8,1
OC[C@@H]([C@H](c1ccc(cc1)[NH]([O])=O)O)NC(=O)C(Cl)Cl,92099,323.13,5,3,1.1,0,115,5,1
O=C1CC[C@@H](C(=O)N1)N1C(=O)c2c(C1=O)cccc2,92142,258.23,4,1,0.3,0,83.6,1,1
C[C@@H](C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1)CN1CCOCC1,92943,392.5,3,0,3.8,0,32.8,6,1
c1ccc2c(c1)N(C1CN3CCC1CC3)c1ccccc1CC2,93154,304.4,2,0,4.5,0,6.5,1,1
Cc1c(O)c(=O)ccn1CCCO,93513,183.2,4,2,0.2,0,60.8,3,0
CN(CCCN1c2ccccc2C(c2c1cccc2)(C)C)C,94280,294.4,2,0,5.4,0,6.5,4,1
CCn1ccc(=O)c(c1C)O,94413,153.18,3,1,0.9,0,40.5,1,1
Fc1ccc(cc1)n1c(=O)cc(n1C)C,94957,206.22,3,0,0.5,0,23.6,1,1
CCC1(C)C(=O)NC(=O)NC1=O,95705,170.17,3,2,0,0,75.3,1,1
OCCN1CCCN(CC1)CCCN1c2ccccc2Sc2c1ccc(c2)C(F)(F)F,102065,451.5,8,1,4.7,0,55.2,6,1
CN[C@H]1CC[C@H](c2c1cccc2)c1ccccc1,104182,237.34,1,1,3.5,0,12,2,1
OCc1ncc2n1c1ccc(cc1C(=NC2)c1ccccc1F)Cl,107917,341.8,4,1,2.7,0,50.4,2,1
O=C(c1ncn2c1[C@@H]1CCCN1C(=O)c1c2cccc1Br)OC(C)(C)C,107926,418.3,4,0,3.1,0,64.4,3,1
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CN(C2=O)C)c1ccccc1,119146,409.5,5,0,3.2,0,43.9,6,1
CC(NC[C@H](c1ccc(cc1)NS(=O)(=O)C)O)C,119259,272.37,5,3,0.2,0,86.8,6,1
C[C@@H]1NC(=O)C2(NC1=O)CCCC2,119329,182.22,2,2,0.2,0,58.2,0,1
CNCCCN1c2ccccc2CCc2c1ccc(c2)O,121249,282.4,3,2,4.5,0,35.5,4,1
Cc1c(O)c(=O)ccn1CCCC,121733,181.23,3,1,1.8,0,40.5,3,1
Cc1c(O)c(=O)ccn1CCCCC,121734,195.26,3,1,2.3,0,40.5,4,1
CCOC(=O)Nc1ccc(cc1N)NCc1ccc(cc1)F,121892,303.33,5,3,2.8,0,76.4,6,1
CCc1c(C)[nH]c2c1C(=O)[C@H]1[C@H](C2)CCN(C1)C,121903,246.35,2,1,2.1,0,36.1,1,1
CCN1CCN(CC1)c1nc2CCCCCCc2c(c1)c1ccc(cc1)F,125564,367.5,4,0,5.5,0,19.4,3,1
CN1Cc2c(ncn2c2c(C1=O)scc2)C(=O)OC(C)(C)C,127382,319.4,5,0,1.9,0,92.7,3,1
FC(c1cccc(c1)C1=CCN(CC1)CCc1ccc2c(c1)cccc2)(F)F,128919,381.4,4,0,6.2,0,3.2,4,1
Fc1cccc(c1Cn1nnc(c1)C(=O)N)F,129228,238.19,5,1,0.7,0,73.8,3,1
CN1Cc2c(ncn2c2c(C1=O)c(Cl)ccc2)c1noc(n1)C(C)C,129710,357.8,5,0,2.4,0,77,2,1
O=C(C12CC3C[C@H](C2)C[C@H](C1)C3)NCCN1CCN(CC1)c1ncccn1,130918,369.5,5,1,2.4,0,61.4,5,1
OCC(N(C)C)(Cc1ccc(c(c1)Cl)Cl)C,131074,262.17,2,1,3,0,23.5,4,1
CCCCCCSc1nsnc1C1=CCCN(C1)C,131460,297.5,5,0,3.8,0,82.6,7,1
CCN(C(=O)N1CCN(CC1)CCCc1nc2c(n1C)c(=O)n(c(=O)n2C)C)CC,132157,419.5,5,0,0.3,0,85.2,6,1
CN1CCc2c([C@H](C1)c1cccc3c1OCC3)cc(c(c2)Cl)O,132421,329.8,3,1,4,0,32.7,1,1
O=C1CC(=O)N(c2c(N1c1ccccc1)c(C)nn2C)C,132677,284.31,3,0,1.1,0,58.4,1,1
CN1CCCc2c1c(OC[C@@H]1CNCCO1)ccc2,132959,262.35,4,1,1.7,0,33.7,3,1
COc1ccc(cc1OC)[C@@H](CN1CCN(CC1)c1cccccc1=O)O,133371,370.4,6,1,2.5,0,62.2,6,1
CCCN(CCC)CCc1ccc(c2c1CC(=O)N2)O,133741,276.37,3,2,2.3,0,52.6,7,1
Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ncc2c(c1)cccc2,133832,377.5,5,0,4.5,0,36.4,6,1
C[C@@H](CCc1ccccc1)NC[C@H](c1ccc(c(c1)C(=O)N)O)O,134043,328.4,4,4,3.1,0,95.6,8,0
CCCCCc1cc(O)c2c(c1)OC([C@@H]1[C@@H]2C=C(C)CC1)(C)C,134740,314.5,2,1,7,0,29.5,4,1
OC[C@@H]([C@@H]([C@H]([C@H](CO)O)O)O)O,136460,182.17,6,6,-3.1,0,121,5,0
Cc1ccccc1N=C1NCCN1,142067,175.23,1,2,0.9,0,36.4,2,0
CNCCCN1c2ccccc2C(c2c1cccc2)(C)C,145765,280.4,2,1,5.5,0,15.3,4,1
NC(=O)N1CC(C1)Oc1cccc(c1)C(F)(F)F,146291,260.21,5,1,1.5,0,55.6,2,1
OC[C@@H]([C@H](c1ccc(cc1)S(=O)(=O)C)O)NC(=O)C(Cl)Cl,146678,356.2,5,3,-0.3,0,112,6,1
CN1CCN(CC1)c1c(F)cc2c3c1OC[C@@H](n3cc(c2=O)C(=O)O)C,149096,361.4,8,1,-0.4,0,73.3,2,1
OC(=O)COCCN1CCN(CC1)[C@H](c1ccc(cc1)Cl)c1ccccc1,150716,388.9,5,1,1.7,0,53,8,0
CN1CCN2[C@H](C1)c1ccccc1Cc1c2cccc1,154315,264.4,2,0,3.4,0,6.5,0,1
CCCC(=O)Nc1ccc(c(c1)C(=O)C)OC[C@H](CNC(C)C)O,155083,336.4,5,3,1.7,0,87.7,10,0
CCCCCCCCCC(=O)OC1(CCN(CC1)CCCC(=O)c1ccc(cc1)F)c1ccc(cc1)Br,156321,574.6,5,0,7.9,0,46.6,16,1
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)C(=O)NCN2c1ccc(cc1)Br,156386,474.4,5,1,3.7,0,52.6,6,1
CNC[C@H](CC12CCC(c3c1cccc3)c1c2cccc1)O,156410,293.4,2,2,3.6,0,32.3,4,1
COCCc1ccc(cc1)OC[C@H](CNC(C)C)O,157716,267.36,4,2,1.9,0,50.7,9,1
COc1ccc(cc1OC1CCCC1)[C@H]1CNC(=O)C1,158758,275.34,3,1,2.2,0,47.6,4,1
C[C@@H](Cn1cnc2c1c(=O)n(C)c(=O)n2C)O,158961,238.24,4,1,-0.8,0,78.7,2,1
NCCCN1c2ccccc2CCc2c1cccc2,159642,252.35,2,1,4.4,0,29.3,3,1
CN1CCN(CC1)c1nnc2c(c1)N(C)c1c(O2)cccc1,159977,297.35,6,0,1.7,0,44.7,1,1
O=C(CC(c1ccccc1)(c1ccccc1)O)NNC(=O)C,160415,298.34,3,3,1.3,0,78.4,4,1
OCc1nnc2n1c1ccc(cc1C(=NC2)c1ccccc1)Cl,162244,324.8,4,1,0.9,0,63.3,2,0
Clc1ccc2c(c1)[C@H]1CN(C[C@@H]1c1c(O2)cccc1)C,163091,285.8,2,0,3.8,0,12.5,0,1
NC(=N)c1ccc(o1)c1ccccc1[NH]([O])=O,163304,231.21,4,2,1.8,0,109,2,1
CCC1(NCC(=O)NC1=O)c1ccccc1,163317,218.25,3,2,1.1,0,58.2,2,1
COc1ccc2c(c1)N(C[C@H](CN(C)C)C)c1c(S2)cccc1,165002,328.5,4,0,4.7,0,41,5,1
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)C(=O)NCN2c1ccc(cc1)F,166535,413.5,6,1,3.1,0,52.6,6,1
CCOC(=O)c1[nH]c2c(c1CCN1CCN(CC1)c1ccccc1)cc(c(c2)OC)OC,166547,437.5,6,1,4.4,0,67,9,1
O=C1CN=C(c2c(N1)ccc(c2)Cl)C1=CCCCC1,166581,274.74,2,1,3,0,41.5,1,1
COc1ccc2c(c1)[nH]c(c2C1CCN(CC1)CCCC(=O)c1ccc(cc1)F)C,172296,408.5,4,1,4.8,0,45.3,7,1
CCOC(=O)N(c1cccc(c1)C(F)(F)F)CCN(C)C,172309,304.31,6,0,3,0,32.8,6,1
CN(CCC1(CCc2c(C1=O)cccc2)c1ccccc1)C,174100,293.4,2,0,3.9,0,20.3,4,1
O[C@H](COc1ccc(cc1)CC(=O)N)CNC(C)C,175540,266.34,4,3,0.2,0,84.6,8,0
CC(=O)NCCCN1CCN(CC1)c1cc(Cl)ccc1Cl,176864,330.2,3,1,2.8,0,35.6,5,1
CCCN([C@@H]1COc2c(C1)c(OC)ccc2)CCCCN1C(=O)CC2(CC1=O)CCCC2,178132,442.6,5,0,4.6,0,59.1,9,1
O=Cc1cc(n(c1C)CCNC(=O)C)C,178134,208.26,2,1,0.2,0,51.1,4,1
CC(c1nnc(s1)COc1ccc2c(c1)oc(=O)c(c2C)C)C,179342,330.4,6,0,3.3,0,89.6,4,1
OC(=O)[C@H]1CCn2c1ccc2C(=O)c1ccccc1,181817,255.27,3,1,1.9,0,59.3,3,0
OCc1cc(ccc1O)[C@@H](CNC(C)(C)C)O,182176,239.31,4,4,0.3,0,72.7,5,0
NC(=O)CC[C@@H](C(=O)O)NC(=O)C,182230,188.18,4,3,-1.4,0,110,5,1
O=C1CCC(=O)N1C[C@H]1CC[C@@H]2N(C1)CCN(C2)c1ncccn1,183092,329.4,6,0,0.2,0,69.6,3,1
c1ccc(cn1)CC1(Cc2ccncc2)c2cccnc2c2c1cccn2,183810,350.4,4,0,3.1,0,51.6,4,1
CN1CCO[C@H](c2c(C1)cccc2)c1ccccc1,184147,253.34,2,0,2.9,0,12.5,1,1
CCCNC[C@@H](COc1ccccc1C(=O)CCc1ccccc1)O,184820,341.4,4,2,3.3,0,58.6,11,0
C[C@@H](COc1c(C)cccc1C)N,185376,179.26,2,1,2.1,0,35.2,3,1
COc1ccc(cc1CN[C@H]1C2CCN([C@H]1C(c1ccccc1)c1ccccc1)CC2)C(C)C,188927,454.6,3,1,6.5,0,24.5,8,1
O=C1CN=C(c2c(N1C)ccc(c2)[NH]([O])=O)C1=CCCCC1,189875,299.32,4,0,2.4,0,78.5,1,1
Cc1cc(C)n[nH]c1=O,193965,124.14,2,1,0,0,41.5,0,1
Clc1ccc(c(c1)C(=O)c1ccccc1Cl)N(C(=O)CNC1CC1)C,193989,377.3,3,1,4,0,49.4,6,1
Clc1cccc(c1/N=C\1/NCCO1)Cl,193994,231.08,2,1,2.4,0,33.6,2,1
n1ccc(cc1)CC1(Cc2ccncc2)c2cccnc2c2c1cccn2,195376,350.4,4,0,3.1,0,51.6,4,1
Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)C(=O)OC1CCCCC1,198061,376.5,5,0,3.5,0,49.8,7,1
Fc1ccc(cc1)C(=O)CCCN1CCN2[C@H](C1)Cc1c(C2)[nH]c2c1cccc2,198236,391.5,4,1,2.8,0,39.3,5,1
Cc1onc(c1)NC(=O)c1c(C)cccc1C,198730,230.26,3,1,2.7,0,55.1,2,1
O=C(c1ccc2c(c1)NCCCC2)CCC1CCN(CC1)Cc1ccccc1,198752,376.5,3,1,4.9,0,32.3,6,1
C=CCc1ccccc1OC[C@H](CNC(C)C)O,204665,249.35,3,2,3.1,0,41.5,8,1
Cc1ccc(c(c1)N1CCNCC1)Cc1ccccc1,205972,266.4,2,1,3.7,0,15.3,3,1
CCN(CCNC(=O)c1cc(Cl)cc(c1OC)Cl)CC,208832,319.2,3,1,3.7,0,41.6,7,1
CN1CCC(C1)(C)CN1c2ccccc2Sc2c1cccc2,208838,310.5,3,0,4.6,0,31.8,2,1
Fc1ccc(cc1)c1ccc([nH]1)CN1CCN(CC1)c1cccc2c1occ2,208917,375.4,4,1,4.3,0,35.4,4,1
Cn1ncc(c1)CCN1CCN(CC1)c1ccccc1Cl,208921,304.82,3,0,2.8,0,24.3,4,1
CN(CCCN1Cc2ccccc2C(=C)c2c1cccc2)C,208922,292.4,2,0,4,0,6.5,4,1
COc1cc2oc(=O)c(c(c2cc1OCCCN1CCN(CC1)c1ccccc1OC)C)C,208923,452.5,7,0,4.1,0,60.5,8,1
CN1CCC2=C(CC1)c1ccccc1N(c1c2cccc1)C,208930,290.4,2,0,3.5,0,6.5,0,1
CCc1c(OC)nc2n(c1C)cc(n2)c1noc(n1)C,208954,273.29,6,0,2.9,0,78.3,3,1
OCCN1CC=CN(C=C1)CCCN1c2ccccc2C=Cc2c1cccc2,216247,373.5,4,1,4.3,0,30,6,1
NCCc1c(C)n(c2c1cc(O)cc2)Cc1ccc(cc1)OC,216254,310.4,3,2,2.9,0,60.4,5,1
CCC(C(=O)N)(C(C)C)Br,216287,208.1,1,1,2,0,43.1,3,1
CN(CCC1(C)OCCC2=C1c1ccccc1C2)C,216376,257.37,2,0,2.1,0,12.5,3,1
O=C(c1cnn2c1nccc2c1ccncc1)c1ccccn1,216456,301.3,5,0,1.5,0,73,3,1
CN(CCCN1c2ccsc2C=Cc2c1cccc2)C,216992,284.4,3,0,4.2,0,34.7,4,1
OCCOC1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,218089,452.5,8,1,4.9,0,61.2,7,1
Oc1ccc2c(c1)c(CCCCN1CCC(=CC1)c1ccccc1)c[nH]2,219050,346.5,2,2,4.6,0,39.3,6,1
OCCN1CCN(CC1)CCCN1c2ccsc2Sc2c1cc(cc2)C(F)(F)F,219071,443.6,9,1,4.2,0,83.5,6,1
OCCN1CCN(CC1)CCC(=O)N1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,219081,451.5,8,1,3,0,72.3,5,1
COCc1c(ncc2c1c1c(cccc1[nH]2)Oc1ccc(cc1)Cl)C(=O)OC(C)C,219095,424.9,5,1,5.1,0,73.4,7,1
O=C(C(Cl)(Cl)Cl)Nc1ccc(cc1)O,242364,254.5,2,2,2.4,0,49.3,1,1
CNC[C@H](c1ccc(c(c1)O)O)O,247704,183.2,4,4,-1.4,0,72.7,3,0
C[C@H]1CC[C@@H]([C@H](C1)C)C,252327,126.24,0,0,4,0,0,0,1
C[C@H]1CCCC[C@@H]1C,252360,112.21,0,0,3.8,0,0,0,1
OC[C@@H]([C@H](c1ccc(cc1)C(=O)C)O)NC(=O)C(Cl)Cl,255791,320.16,4,3,0.6,0,86.6,6,1
CN(CCCN1Cc2ccccc2Cc2c1cccc2)C,299322,280.4,2,0,3.9,0,6.5,4,1
CC(NC1C2CCC(C1(O)c1ccc(c(c1)Cl)Cl)CC2)C,299379,328.3,2,2,4.1,0,32.3,3,1
CCN(C(=O)C1C2C=CC(C1C(=O)N(CC)CC)C2)CC,428711,292.4,2,0,1.7,0,40.6,6,1
CN(CCC1(C)OCCC2=C1Cc1c2cccc1)C,431429,257.37,2,0,2.1,0,12.5,3,1
OC(=O)[C@H](Cc1c[nH]c2c1cc(O)cc2)N,439280,220.22,4,4,-1.2,0,99.3,3,1
O=c1cccc2n1C[C@@H]1CNC[C@@H]2C1,442949,190.24,2,1,0.2,0,32.3,0,0
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(C1)CCc1ccc2c(c1)CCO2,444031,426.5,3,1,4.6,0,55.6,7,1
C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,444795,300.4,2,1,6.3,0,37.3,5,1
CC(COC[C@@H](N1CCCC1)CN(c1ccccc1)Cc1ccccc1)C,445143,366.5,3,0,5.3,0,15.7,10,0
CC/C(=C(\c1ccc(cc1)O)/CC)/c1ccc(cc1)O,448537,268.3,2,2,5.1,0,40.5,4,0
N[C@H]1CONC1=O,449215,102.09,3,2,-1.5,0,64.4,0,1
ClCCN(c1ccc(cc1)C[C@@H](C(=O)O)N)CCCl,460612,305.2,4,2,-0.5,0,66.6,8,0
NC(=O)C[C@@H](C(=O)N[C@H]([C@H](CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,466470,670.8,7,5,4.2,0,167,13,1
OC[C@@H]1O[C@@H](C[C@@H]1O)n1cnc2c1nc(Cl)nc2N,474901,285.69,7,3,0.8,0,119,2,1
C=CCC1(CC(C)(C)C)C(=O)NC(=O)NC1=O,521716,238.28,3,2,2.1,0,75.3,4,1
CN(CCCN1c2ccccc2S(=O)c2c1cccc2)C,547559,300.4,3,0,3.3,0,53.5,4,1
O=c1cc[nH]nc1,565900,96.09,3,1,-0.1,0,41.5,0,1
CCCN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1,622931,312.8,2,0,3.7,0,32.7,3,1
CCC[C@H](CC)C,638046,100.2,0,0,3.7,0,0,3,1
Cl/C=C/Cl,638186,96.94,0,0,1.9,0,0,0,1
CCN(CCC[C@@H](Nc1ccnc2c1ccc(c2)Cl)C)CC,639540,319.9,3,1,4.6,0,28.2,8,1
O=C(N1CCCCC1)/C=C/c1ccc2c(c1)OCO2,641115,259.3,3,0,2.8,0,38.8,2,1
COC(=O)[C@@H]1[C@@H](O)CC[C@H]2[C@@H]1C[C@@H]1N(C2)CCc2c1[nH]c1c2cccc1,643606,354.4,4,2,2.9,0,65.6,2,0
CCC(=O)C(c1ccccc1)(c1ccccc1)C[C@@H](N(C)C)C,643985,309.4,2,0,3.9,0,20.3,7,1
C[C@@H](Cc1ccc(cc1)O)N,644000,151.21,2,2,1.4,0,46.2,2,0
Fc1ccc(cc1)C(=O)CCCN1CCN2[C@H](C1)CCC2,667420,290.38,4,0,2.4,0,23.6,5,1
O=C1Nc2ccc(cc2C(=N[C@H]1O)c1ccccc1)Cl,667436,286.71,3,2,2.2,0,61.7,1,1
CN(CC[C@H](c1ccccn1)c1ccccc1)C,667440,240.34,2,0,2.8,0,16.1,5,0
Cc1ccc2c(c1)c1CCC[C@H]3c1n2CCN3,667444,226.32,1,1,2.3,0,17,0,1
CN(CC/C=C\1/c2ccccc2Sc2c1cc(Cl)cc2)C,667467,315.9,2,0,5.2,0,28.5,3,1
CN(CC/C=C/1\c2ccccc2OCc2c1cccc2)C,667468,279.4,2,0,4.3,0,12.5,3,1
CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,667477,279.4,2,0,4.3,0,12.5,3,1
O[C@H]1CCCc2c1c(N)c1c(n2)cccc1,667530,214.26,3,2,1.4,0,59.1,0,1
CCN([C@H](CN1c2ccccc2Sc2c1cccc2)C)CC,667534,312.5,3,0,4.8,0,31.8,5,1
OC(=O)[C@H](c1cccc(c1)C(=O)c1ccccc1)C,667550,254.28,3,1,3.1,0,54.4,4,1
Clc1cccc(c1)C(=O)[C@@H](NC(C)(C)C)C,667684,239.74,2,1,3.2,0,29.1,4,1
CN([C@H](CN1c2ccccc2Sc2c1cccc2)C)C,667687,284.4,3,0,4.8,0,31.8,3,1
Nc1ccn(c(=O)n1)[C@@H]1CC[C@H](O1)CO,676643,211.22,3,2,-1.3,0,88.2,2,1
CN[C@H]([C@H](c1ccc(cc1)O)O)C,688011,181.23,3,3,0.6,0,52.5,3,0
O[C@H](COc1cccc2c1cc[nH]2)CNC(C)C,688095,248.32,3,3,1.8,0,57.3,6,1
CCNC(=O)/C=C/c1cccc(c1)Br,688145,254.12,1,1,2.7,0,29.1,3,1
CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N,688272,341.4,6,2,0.6,0,110,6,1
CN1CCN(CC1)[C@H](c1ccc(cc1)Cl)c1ccccc1,688437,300.8,2,0,4.5,0,6.5,3,1
C[C@@H](Cc1ccc(cc1)O)NC[C@H](c1cc(O)cc(c1)O)O,688469,303.35,5,5,2,0,93,6,0
COc1ccccc1OC[C@@H](COC(=O)N)O,688483,241.24,5,2,0.6,0,91,7,1
O=C1[C@@H](CCc2c1c1ccccc1n2C)Cn1ccnc1C,698135,293.4,2,0,2.3,0,39.8,2,1
c1ccc(cc1)C[C@@H]1NCCc2c1[nH]c1c2cccc1,712707,262.3,1,2,3.5,0,27.8,2,1
NC[C@H](c1cccc(c1)O)O,719234,153.18,3,3,-0.8,0,66.5,2,0
Cc1cn([C@H]2O[C@@H](C=C2)CO)c(=O)[nH]c1=O,727961,224.21,4,2,-0.8,0,78.9,2,1
CC[C@@H](Cc1c[nH]c2c1cccc2)N,728634,188.27,1,2,2.5,0,41.8,3,1
Br[C@H](C(=O)NC(=O)N)C(C)C,735997,223.07,2,2,1.1,0,72.2,2,1
CN(CCO[C@H](c1ccccc1C)c1ccccc1)C,736041,269.4,2,0,3.8,0,12.5,6,1
CN1CCc2c3[C@@H]1Cc1ccc(c(c1c3ccc2)O)O,736083,267.32,3,2,2.3,0,43.7,0,1
C=CCN1C(=S)N[C@H](C1=O)CC(C)C,801221,212.31,2,1,2.1,0,64.4,4,1
O=C1CC[C@H](N1C)c1cccnc1,854019,176.21,2,0,-0.3,0,33.2,1,1
CN1CC[C@H]2[C@H](C1)c1cc(C)ccc1N2,928501,202.3,2,1,2.3,0,15.3,0,1
O[C@H](c1ccccc1)C[C@@H]1CCC[C@H](N1C)CC(=O)c1ccccc1,929049,337.5,3,1,3.8,0,40.5,6,1
Fc1ccc(cc1)[C@H]1CCNC[C@H]1COc1ccc2c(c1)OCO2,934161,329.4,5,1,3.5,0,39.7,4,1
CC(C[C@@H](C1(CCC1)c1ccc(cc1)Cl)N(C)C)C,937011,279.8,1,0,5.4,0,3.2,5,1
CN1CCN(CC1)CC/C=C/1\c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C,941650,443.6,6,0,3.8,0,77.5,5,1
CN1CCN(CC1)CC/C=C\1/c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C,941651,443.6,6,0,3.8,0,77.5,5,1
COc1cc2c(cc1OC)C[C@@H](C2=O)CC1CCN(CC1)Cc1ccccc1,969462,379.5,4,0,4.3,0,38.8,6,1
CN1CCN(CC1)C(=O)O[C@H]1c2nccnc2C(=O)N1c1ccc(cn1)Cl,969472,388.8,7,0,0.5,0,91.8,3,1
CN1CCN(CC1)CCC(=O)N1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,969494,421.5,7,0,3.7,0,52.1,3,1
Clc1ccc(c(c1)Cl)CO[C@@H](c1ccc(cc1Cl)Cl)Cn1cncc1,969503,416.1,2,0,5.3,0,27,6,1
C=CCN1CCC[C@H]1CNC(=O)c1cc(cc(c1OC)OC)S(=O)(=O)N,989438,383.5,7,2,0.8,0,119,8,1
COC(=O)c1cncn1[C@H](c1ccccc1)C,1129902,230.26,3,0,2.7,0,44.1,4,1
C[C@@H]1N[C@@H](C)CN(C1)c1c(F)c(N)c2c(c1F)n(cc(c2=O)C(=O)O)C1CC1,1398735,392.4,9,3,0.1,0,98.9,3,0
NCCc1scc(n1)c1ccccc1,1497794,204.29,3,1,2,0,67.2,3,0
CNCC[C@@H](c1ccccc1)Oc1ccc(cc1)C(F)(F)F,1548968,309.33,5,1,4,0,21.3,6,1
OCCOCCN1CCN(CC1)[C@H](c1ccc(cc1)Cl)c1ccccc1,1548976,374.9,4,1,3.7,0,35.9,8,1
CNC(=O)N[C@H](C(Cl)(Cl)Cl)O,1614700,221.47,2,3,0.7,0,61.4,1,1
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1N(C)CCc2c1c(OC)c1c(c2)OCO1,1712056,413.4,8,0,2.7,0,75.7,4,1
OCC([C@@H](C(=O)NCCCC(=O)O)O)(C)C,1712084,233.26,5,4,-0.7,0,107,7,1
CCNC[C@H](c1cccc(c1)O)O,1715119,181.23,3,3,0.1,0,52.5,4,0
O=C(N1CC(=O)N2[C@H](C1)c1ccccc1CC2)C1CCCCC1,1917817,312.4,2,0,2.7,0,40.6,1,1
Nc1nc2nc[nH]c2c(=S)[nH]1,2723601,167.19,2,3,-0.1,0,111,0,0
CC/C(=C(\c1ccccc1)/c1ccc(cc1)OCCN(C)C)/c1ccccc1,2733526,371.5,2,0,7.1,0,12.5,8,1
CCc1nccc(c1)C(=S)N,2761171,166.25,2,1,1.1,0,71,2,1
