smiles,cid,Molecular_Weight,Hydrogen_bond_Acceptor,Hydrogen_bond_Donor,xlogP,Physiological_Charge,Polarized_Surface_Area,Number_of_Rotatable_bonds,BBB,,cid,,,cid
COc1ccc2c(c1)C(=Cc1ccccc1O2)N1CCN(C)CC1,32226,322.4,4,0,3.6,0,24.9,2,1,,54567,,,
COc1ccccc1N1CCN(CC1)CCc1c([nH]c2cc(c(cc12)OC)OC)C,32345,409.5,5,1,4.3,0,50,7,1,,54742,,,
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)C(=O)c1ccc(cc1)F,32593,371.4,5,0,4,0,37.4,7,1,,54760,,,
CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C)C(=O)CCl,32798,467,6,1,3.8,0,80.7,5,1,,54897,,,
C[C@@H](N)Cc1ccccc1,32893,135.21,1,1,1.8,0,26,2,1,,54961,,,
OC(C1=NCCN1)(c1ccc(cc1)Cl)c1ccccn1,32940,287.74,3,2,1.3,0,57.5,3,1,,55191,,,
CNCCCC1(SC(C)(C)c2ccccc12)c1ccccc1,33014,311.5,2,1,4.3,0,37.3,5,1,,55256,,,
Cc1sc(nn1)SCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cn1cnnn1)C2=O)C(O)=O CEFAZOLIN,33255,454.5,12,2,-0.4,0,235,7,0,,55463,,,
C1CNCc2cc3ccccc3n2C1,33471,186.25,1,1,1.5,0,17,0,1,,55482,,,
CCn1nc(c2c1C(=NCC(=O)N2)c1ccccc1)C,33474,268.31,3,1,1.8,0,59.3,2,1,,55752,,,
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O PIVAMPICILLIN,33478,463.5,8,2,2.9,0,153,9,0,,55993,,,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(cc3)O)C(=O)N2[C@H]1C(O)=O AMOXICILLIN,33613,365.4,7,4,-2,0,158,4,0,,56032,,,
OC1(CCN(CCCC(c2ccc(cc2)F)c2ccc(cc2)F)CC1)c1ccc(c(c1)C(F)(F)F)Cl,33630,524,7,1,7.3,0,23.5,7,1,,56206,,,
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(O)=O CARFECILLIN,33672,454.5,7,2,3,0,138,7,0,,56339,,,
COc1cccc(c1)[C@@]1(O)CCCC[C@@H]1CN(C)C,33741,263.37,3,1,2.6,0,32.7,4,1,,56971,,,
CN1C(=O)CN2C(=O)C=C(C)OC2(c2ccccc2)c2cc(ccc21)Cl,33746,368.8,3,0,3,0,49.8,1,1,,57347,,,
CCC1(C(=O)N(COC)C(=O)N(COC)C1=O)c1ccccc1,33925,320.34,5,0,1.5,0,76.2,6,1,,58258,,,
CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1 EMEPRONIUM_CARRAGHEENATE,34055,282.4,0,0,4.8,1,0,6,0,,60149,,,
CC(C)c1ccc(cc1OCC1=NCCN1)C TYMAZOLINE,34154,232.32,2,1,2.4,0,33.6,4,0,,60511,,,
Clc1ccc2c(c1)C(=NCC(=N2)NOCC=C)c1ccccc1Cl,34274,360.2,3,1,3.9,0,46,5,1,,60547,,,
NC(=O)N1c2ccccc2CC(=O)c2ccccc12,34312,252.27,2,1,1.7,0,63.4,0,1,,60561,,,
C[C@@](Cc1ccc(c(c1)O)O)(NN)C(O)=O CARBIDOPA,34359,226.23,6,5,-2.2,0,116,4,0,,60575,,,
Cc1cccc(c1)N1CC(CO)OC1=O,34521,207.23,3,1,1.2,0,49.8,2,1,,60657,,,
CN(C)C(=O)COC1c2ccccc2CCc2ccccc12,34624,295.4,2,0,3.1,0,29.5,3,1,,60691,,,
C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(ncnc12)N,34755,398.4,10,4,-2.8,0,187,6,1,,60698,,,
COc1ccc(c2c1CCCC2N(C)C)Cl,34789,239.74,2,0,3.1,0,12.5,2,1,,60717,,,
OC(=O)CCCCCCNC1c2ccccc2CCc2ccccc12,34870,337.5,3,2,2.1,0,49.3,8,1,,60728,,,
CN1CCC(CC1)=C1c2ccccc2C(O)c2ccccc12,35758,291.4,2,1,3.1,0,23.5,0,1,,60795,,,
Cn1nc(c2c1N(C)C(=O)CN=C2c1ccccc1F)C,35775,286.3,4,0,1.7,0,50.5,1,1,,60803,,,
CN(C)C1CCc2[nH]c3ccccc3c2C1,36082,214.31,1,1,2.8,0,19,1,1,,60809,,,
CN(C)CC(Oc1ccccc1)Oc1ccccc1,36109,257.33,3,0,3.8,0,21.7,6,1,,60813,,,
CN[C@@H]1[C@@H](O)[C@H](OC[C@]1(C)O)O[C@H]1[C@H](N)C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@@H]1O SISOMICIN,36119,447.5,12,8,-5.1,0,214,6,0,,60815,,,
CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(O)=O MECILLINAM,36273,325.4,5,1,2.1,0,98.5,3,0,,60820,,,
CCOC(=O)c1cncn1C(C)c1ccccc1,36339,244.29,3,0,3,0,44.1,5,1,,60835,,,
C1CCN2CC3c4ccccc4CCc4cccc(c43)C2C1,36667,289.4,1,0,4.4,0,3.2,0,1,,60854,,,
Fc1ccccc1C1=NCCN(CC(F)(F)F)c2ccc(cc12)Cl,36834,356.7,6,0,5.6,0,15.6,2,1,,60919,,,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(O)=O)c3cscc3)C(=O)N2[C@H]1C(O)=O TICARCILLIN,36921,384.4,8,3,0.8,0,178,5,0,,60949,,,
CC(C)(C)NCC(O)c1ccc(c(c1)NC(N)=O)O CARBUTEROL,36976,267.32,4,5,-0.1,0,108,5,0,,61120,,,
CCCCNc1c(cnc2n(ncc12)CC)C(=O)OCC,37015,290.36,5,1,3.1,0,69,8,1,,61247,,,
CP(C)(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(ccc21)Cl,37114,360.8,3,0,2.1,0,49.7,3,1,,62156,,,
CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(ccc2N(C)C1=O)Cl,37367,371.8,4,0,2.8,0,62.2,3,1,,62258,,,
CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c34)[C@@H]2C1,37459,361.5,2,1,5,0,23.5,1,1,,62862,,,
CN(C)Cc1nnc2n1c1ccc(cc1C(=NC2)c1ccccc1)Cl,37632,351.8,4,0,1.6,0,46.3,3,1,,62867,,,
CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(cc23)S(=O)(=O)N(C)C)CC1,37767,714.1,8,0,11.6,0,104,24,1,,62875,,,
OC1(c2cccc(c2)Cl)c2ccccc2N2CCCN=C21,37825,298.8,2,1,2.6,0,35.8,1,1,,64517,,,
OC(=O)C1CCN1C12CC3CC(CC(C3)C1)C2,37906,235.32,3,1,0.4,0,40.5,2,1,,64814,,,
CC(=O)[C@H]1CCC2C3CC[C@H]4C[C@](C)(O)CC[C@]4(C)C3CC[C@@]21C,38022,332.5,2,1,5,0,37.3,1,1,,65445,,,
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CCC=CC1)C2=O)C(O)=O CEFRADINE,38103,349.4,6,3,0.4,0,138,4,0,,65449,,,
CNCC(O)CC12CCC(c3ccccc13)c1ccccc21,38207,293.4,2,2,3.6,0,32.3,4,1,,65468,,,
Oc1ccc(cc1O)CCNC(=O)C12CC3CC(CC(C3)C1)C2,38361,315.4,3,3,1.9,0,69.6,4,1,,65489,,,
CN(C)C1CCc2[nH]c3c(cc(cc3c2C1)F)F,38531,250.29,3,1,3,0,19,1,1,,65490,,,
OCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(ccc21)Cl,38668,348.8,5,2,1.6,0,73.1,3,1,,65535,,,
Cc1cc(cc(c1O)C(N)=O)Br,38706,230.06,2,2,2.8,0,63.3,1,1,,65589,,,
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,39147,309.4,5,4,0.7,0,82,6,0,,65590,,,
COc1ccc(cc1)[C@@H]1Sc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,39186,414.5,6,0,3.1,0,84.4,7,0,,65615,,,
CCn1c2ccccc2c2c1C(C)(CCN(C)C)SCC2,39187,302.5,2,0,3.4,0,33.5,4,1,,65630,,,
CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,39507,370.5,3,1,3.5,0,54.4,2,1,,65647,,,
O=C1NCCCC1N1C(=O)c2ccccc2S1(=O)=O,39528,280.3,4,1,0.5,0,91.9,1,1,,65650,,,
CNCCC=C1c2ccccc2C2CC2c2ccccc12,40029,275.4,1,1,3.8,0,12,3,1,,65659,,,
Cn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSC(F)(F)F)C2=O)C(O)=O CEFAZAFLUR,40240,470.5,13,2,0.8,0,206,7,0,,65677,,,
CN1C(=O)C(O)N=C(c2ccccc2F)c2cc(ccc12)Cl,40344,318.73,4,1,2.3,0,52.9,1,1,,65682,,,
Clc1ccc2c(c1)C(=NCC(=O)N2CC#C)c1ccccc1,40391,308.8,2,0,3.1,0,32.7,2,1,,65714,,,
CCCSc1ccccc1N1CCN(CCCCN2C(=O)Nc3ccccc3C2=O)CC1,40460,452.6,5,1,4.4,0,81.2,9,1,,65715,,,
CCN1C(=O)N(CCCN2CCN(CC2)c2cccc(c2)Cl)N=C1CC,40589,377.9,4,0,3,0,42.4,7,1,,65764,,,
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc43)[C@@](C2)(C(=O)OC)c2cc3c(cc2OC)N(C)[C@H]2[C@](O)([C@H](O)[C@]4(CC)C=CCN5CC[C@@]23[C@@H]54)C(N)=O)C1,40839,753.9,10,5,2.7,0,165,7,0,,65803,,,
CN1CCN(CC1)C(=O)OC1N(C(=O)C2=C1SCCS2)c1ccc2ccc(nc2n1)Cl,40903,478,8,0,2.8,0,130,3,1,,65820,,,
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)C(=O)c1ccc(cc1)Cl,41536,387.9,4,0,4.5,0,37.4,7,1,,65822,,,
CCC(=O)N(c1ccccc1)C1(CCN(CCc2sccc2)CC1)COC,41693,386.6,4,0,4,0,61,8,1,,65835,,,
COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1)C(=O)CO)O EPIRUBICIN,41867,543.5,12,6,1.3,0,206,5,0,,65836,,,
COC1(F)C(F)(F)C1(F)Cl,41967,178.51,5,0,1.8,0,9.2,1,1,,65853,,,
CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc1nnnn1C CEFMETAZOLE,42008,471.5,12,2,-0.6,0,239,9,0,,65856,,,
FC(F)OC(F)C(F)(F)F,42113,168.04,7,0,2.6,0,9.2,2,1,,65860,,,
CN\C(\Cc1ccc2ccccc2c1)=N/C,42153,212.29,1,1,2.7,0,24.4,3,1,,65875,,,
CC1c2ccccc2C(CCCN(C)C)c2cc(ccc12)C(F)(F)F,42291,347.4,4,0,5.6,0,3.2,4,1,,65905,,,
CN(C)CCN(C)n1cc(c2ccccc12)c1ccccc1,42510,293.4,2,0,4.2,0,11.4,5,1,,65920,,,
CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)COC(=O)C1CC1,42768,520.6,9,1,3.6,0,99.1,5,1,,65975,,,
CN1CCC(CC1)=C1c2ccccc2Oc2ccc(cc12)Cl,43215,311.8,2,0,4,0,12.5,0,1,,65977,,,
NCc1ccccc1CC(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc1nnnn1CC(O)=O CEFORANIDE,43507,519.6,12,4,-3.2,0,244,10,0,,65996,,,
O[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc1nnnn1CS(O)(=O)=O)c1ccccc1 CEFONICID,43594,542.6,13,4,-1.9,0,264,9,0,,66002,,,
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c2ccccc2)C(=O)C1=O PIPERACILLIN,43672,517.6,8,3,0.5,0,182,6,0,,66724,,,
CN(C)CCn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1csc(n1)N)C2=O)C(O)=O CEFOTIAM,43708,525.6,13,3,-2.4,0,251,10,0,,66994,,,
Fc1ccc(cc1)C(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,43876,514.6,8,0,7.2,0,48.8,6,1,,67534,,,
NCc1ccccc1Sc1ccccc1CO,43961,245.34,3,2,2,0,71.6,4,1,,67763,,,
NC(=O)CCC\N=C(/c1ccc(cc1)Cl)\c1cc(ccc1O)F,44115,334.8,4,2,3,0,75.7,6,1,,68094,,,
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(O)=O)CSc2nnnn2C)c2ccc(cc2)O)C(=O)C1=O CEFOPERAZONE,44187,645.7,13,4,-0.7,0,271,9,0,,68116,,,
COc1cc(c2oc(cc2c1)C1CCNCC1)Br,44571,310.19,3,1,3.1,0,34.4,2,1,,68182,,,
C1CC(CCN1)CCc1c[nH]c2ccccc12,44668,228.33,1,2,3.3,0,27.8,3,1,,68186,,,
CCCCCCCCCC1(C)OCC(COC(N)=O)O1,45285,287.39,4,1,3.9,0,70.8,11,1,,68416,,,
CO[C@]1(NC(=O)C(C(O)=O)c2ccc(cc2)O)[C@H]2OCC(=C(N2C1=O)C(O)=O)CSc1nnnn1C LATAMOXEF,47499,520.5,13,4,-0.6,0,232,9,0,,68604,,,
CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13,47811,314.5,2,1,4.2,0,44.3,4,1,,68617,,,
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(cc1)O)C2=O)C(O)=O CEFADROXIL,47965,363.4,7,4,-2.1,0,158,4,0,,68634,,,
COc1cc(cc(c1OC)C(=O)NCC1CCCN1CC=C)S(N)(=O)=O,47979,383.5,7,2,0.8,0,119,8,1,,68664,,,
CN(C)CCCN1c2ccccc2CCc2ccc(cc12)C#N,48126,305.4,3,0,4.3,0,30.3,4,1,,68678,,,
CN1CCN(CC1)C1=Nc2cc(ccc2Cc2ccccc12)F,49381,309.4,3,0,2.9,0,18.8,1,1,,68689,,,
COc1ccccc1N1CCN(CC1)CC(O)COc1cc(c(c(c1)OC)OC)OC,50222,432.5,8,1,2.8,0,72.9,10,1,,68696,,,
N[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)Cl)c1ccccc1 CEFACLOR,51039,367.8,6,3,-1.8,0,138,4,0,,68702,,,
OC(CCCN1CCc2n(c3ccc(cc3c2C1)F)c1ccc(cc1)F)c1ccc(cc1)F,51174,450.5,5,1,5.4,0,28.4,6,1,,68710,,,
O=C(Cn1ccnc1)c1ccc2ccccc2c1,51200,236.27,2,0,2.8,0,34.9,3,1,,68713,,,
CCN1N=NN(CCN2CCC(CC2)(COC)N(C(=O)CC)c2ccccc2)C1=O,51263,416.5,6,0,2.2,0,81,9,1,,68725,,,
CN1CCN2C(C1)c1cccn1Cc1ccccc21,51355,253.34,2,0,1.8,0,11.4,0,1,,68777,,,
CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,51712,269.38,3,1,0.8,0,52.6,7,1,,68778,,,
COCC1CN(C(=O)O1)c1ccc(cc1)OCc1cccc(c1)C#N,52542,338.4,5,0,2.6,0,71.8,6,1,,68790,,,
CCCCCCCCCC(=O)OC1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccc(cc1)Cl,52919,530.1,5,0,7.9,0,46.6,16,1,,68793,,,
CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc1nnnn1C CEFOTETAN,53025,575.6,15,4,0.1,0,321,9,0,,68839,,,
CCC[C@@]1(CCN(C)C[C@@H]1C)c1cccc(c1)O,53077,247.38,2,1,4.2,0,23.5,3,1,,68842,,,
C[C@H]1CN(CCCn2c3ccccc3c3ccccc23)C[C@@H](C)N1,53389,321.5,2,1,3.9,0,20.2,4,1,,68845,,,
CN1C(Cc2ccccc2N=C1C)c1ccccc1,53432,250.34,1,0,2.9,0,15.6,1,1,,68846,,,
CNC(=O)N1CC(C1)Oc1cccc(c1)C(F)(F)F,53467,274.24,5,1,1.9,0,41.6,2,1,,68858,,,
CNC[C@H](O)CC12CCC(c3ccccc13)c1ccccc21,53511,293.4,2,2,3.6,0,32.3,4,1,,68865,,,
CCCCCNCC(N)=O,53569,144.21,2,2,0.5,0,55.1,6,1,,68888,,,
OC(Cn1ccnc1)c1ccc(cc1)CCc1ccccc1,53626,292.4,2,1,3.4,0,38,6,1,,68903,,,
CCC(=O)N1CCN(CC1)C(=O)OC1N(C(=O)C2=C1SCCS2)c1ccc2ccc(nc2n1)Cl,53696,520,8,0,2.7,0,147,4,1,,68915,,,
N#Cc1ccc2c(c1)C1=C(CCN(CC1)CC1CCCC1)c1ccccc1O2,54359,370.5,3,0,4.9,0,36.3,2,1,,69460,,,
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,54454,418.6,5,1,4.7,0,72.8,7,1,,70335,,,
CCCC\N=C(\c1cc(ccc1O)Cl)/c1ccccc1Cl,54471,322.2,2,1,5.5,0,32.6,5,1,,70593,,,
CCN1CCC[C@H]1CNC(=O)c1c(ccc(c1OC)Br)OC,54477,371.27,4,1,2.1,0,50.8,6,1,,71066,,,
CN(C)CCCn1cc(c(n1)c1ccccc1)c1ccccc1,54567,305.4,2,0,3.8,0,21.1,6,1,,71101,,,
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12,54687,424.5,7,4,1.6,0,124,11,1,,71113,,,
CN1CCN(CC1)C1=Nc2ccccc2Sc2nccn21,54742,299.4,4,0,3.5,0,62,1,1,,71115,,,
CN(C(=O)CNC(=O)CN)c1ccc(cc1C(=O)c1ccccc1Cl)Cl,54760,394.2,4,2,2.3,0,92.5,6,1,,71117,,,
CCCN(CCC)C(=O)Cc1n2c(nc1c1ccc(cc1)Cl)C=CC(=C2)Cl,54897,404.3,2,0,4.8,0,37.6,7,1,,71140,,,
CN(C)CCCN1c2ccccc2C(=Nc2cccnc12)c1ccccc1,54961,356.5,4,0,4.4,0,31.7,5,1,,71142,,,
CC1(C)CC(=O)N(CCCCN2CCN(CC2)c2ncccn2)C(=O)C1,55191,359.5,6,0,1.8,0,69.6,6,1,,71153,,,
Nc1ncc2ncn(c2n1)COCCO,55256,209.21,6,2,-1.1,0,99.1,4,1,,71157,,,
CCC(C)N1N=CN(C1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OC[C@H]1CO[C@@](Cn2cncn2)(O1)c1ccc(cc1Cl)Cl,55283,705.6,9,0,5.7,0,101,11,0,,71160,,,
Fc1ccc2c(noc2c1)CCCN1CCC(CC1)N1C(=O)Nc2ccccc21,55463,394.4,5,1,3.6,0,61.6,5,1,,71165,,,
CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1)C(=O)Cc1ccc(c(c1)Cl)Cl,55652,425.4,3,0,4.3,0,32.8,4,1,,71195,,,
C1CN=C(CC2=Cc3ccccc3CC2)N1,55718,212.29,1,1,1.5,0,24.4,2,1,,71219,,,
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1nsc2ccccc12,55752,440.6,6,0,4.3,0,85,6,1,,71221,,,
CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1 TROSPECTOMYCIN,55886,374.4,9,5,-1.7,0,130,5,0,,71228,,,
Cc1cccc(c1C)Cc1c[nH]cn1,56032,186.25,1,1,2.7,0,28.7,2,1,,71248,,,
OP(O)(=O)OCN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1,56339,362.27,6,3,0.6,0,116,5,1,,71257,,,
O=C1N(CCCCN2CCN(CC2)c2ncccn2)S(=O)(=O)c2ccccc12,56971,401.5,7,0,1.5,0,95.1,6,1,,71258,,,
CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@@H]4O[C@H]5CC(=O)[C@H](C)O[C@H]5O[C@@H]4[C@H](C)O3)[C@H](C)O2)N(C)C)c2c(c3c(c(c2[C@H]1O[C@H]1C[C@@H]([C@H](O)[C@H](C)O1)N(C)C)O)C(=O)c1cccc(c1C3=O)O)O RODORUBICIN,57097,941,19,5,3.4,0,242,9,0,,71304,,,
CCC(N1CCCC1=O)C(N)=O,59708,170.21,2,1,-0.3,0,63.4,3,1,,71342,,,
Clc1ccc2ccc(nc2n1)N1C(CC(=O)N2CCC3(CC2)OCCO3)c2ccccc2C1=O,59743,478.9,6,0,2.8,0,84.9,3,1,,71351,,,
CN(C1CCN(CC1)CC(O)COc1ccc(cc1)F)c1sc2ccccc2n1,59823,415.5,7,1,4.6,0,77.1,7,1,,71353,,,
Fc1ccc(cc1)n1cc(c2cc(ccc12)Cl)C1CCN(CC1)CCN1CCNC1=O,60149,440.9,3,1,4.1,0,40.5,5,1,,71360,,,
CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,60511,268.35,2,2,2.3,0,55.1,5,1,,71384,,,
Fc1ccc2[nH]c3c(c2c1)CN(CCCc1cccnc1)CC3,60547,309.4,3,1,3.3,0,31.9,4,1,,71644,,,
CC(=O)SC[C@@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,60561,385.5,5,1,3.3,0,97.8,11,1,,71709,,,
CCCN(CCC)C1Cc2cccc3cc(cc(c23)C1)O,60574,283.4,2,1,5,0,23.5,5,1,,71726,,,
COCC(=O)N(C1CCN(CC1)CCc1ccccc1)c1ccccc1F,60575,370.5,4,0,3.6,0,32.8,7,1,,71744,,,
Cc1ccsc1C(=CCCN1CCC[C@H](C1)C(O)=O)c1sccc1C,60648,375.6,5,1,2.7,0,97,6,1,,71814,,,
COCC(=O)O[C@]1(CCN(C)CCCc2[nH]c3ccccc3n2)CCc2cc(ccc2[C@@H]1C(C)C)F,60663,495.6,6,1,5.8,0,67.4,12,0,,71824,,,
CCN1N=NN(CCN2CC[C@@H]([C@H](C)C2)N(C(=O)COC)c2ccccc2F)C1=O,60672,420.5,7,0,2.7,0,81,8,1,,71839,,,
CCCN(n1ccc2ccccc12)c1ccncc1,60691,251.33,2,0,3.9,0,21.1,4,1,,71875,,,
O=C(N(C1CCN(CC1)CCc1ccccc1)c1cnccn1)c1occc1,60698,376.5,5,0,3.1,0,62.5,6,1,,71893,,,
CC[C@@]1(O)C(=O)OCC2=C1C=C1N(Cc3cc4c(c(ccc4nc31)O)CN(C)C)C2=O,60700,421.4,7,2,0.5,0,103,3,0,,71897,,,
CCN1N=NN(CCN2CCC(CC2)(N(C(=O)CC)c2ccccc2F)c2ccccc2)C1=O,60728,466.6,6,0,4.1,0,71.8,8,1,,71899,,,
CC(n1ccnc1)c1noc2ccc(cc12)Cl,60745,247.68,3,0,2.5,0,43.8,2,1,,71935,,,
O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1,60769,358.4,5,1,2.3,0,67.9,5,1,,71949,,,
Clc1cccc(c1Cl)N1CCN(CCCCOc2ccc3c(c2)NC(=O)CC3)CC1,60795,448.4,4,1,4.6,0,44.8,7,1,,71968,,,
CN1CCN(CC1)c1ncc(c(n1)N)c1cc(cc(c1Cl)Cl)Cl,60803,372.7,5,1,3.6,0,58.3,2,1,,71969,,,
CCCCCCOc1nsnc1C1=CCCN(C)C1,60809,281.42,5,0,3.3,0,66.5,7,1,,72002,,,
Clc1cnn(c1)CCCCN1CCN(CC1)c1ncccn1,60813,320.82,5,0,1.8,0,50.1,6,1,,72024,,,
CCC(=O)N(c1ccccc1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,60815,376.4,6,0,1.9,0,76.2,9,1,,72038,,,
CC(C)Oc1ccccc1N1CCN(CC1)Cc1cccc(c1)C(=O)N1CCCCC1,60820,421.6,4,0,4.4,0,36,6,1,,72076,,,
CC(C)c1n(c(c(c1C(=O)Nc1ccccc1)c1ccccc1)c1ccc(cc1)F)CC[C@@H](O)C[C@@H](O)CC(O)=O,60823,558.6,6,4,5,0,112,12,1,,72104,,,
COC[C@H]1CN(C(=O)O1)c1ccc(cc1)OCC[C@@H](O)C(F)(F)F,60824,349.3,8,1,2.2,0,68.2,7,1,,72108,,,
CNCC[C@H](Oc1cccc2ccccc12)c1sccc1,60835,297.4,3,1,4.3,0,49.5,6,1,,72138,,,
Clc1cc2c(cc1CCN1CCN(CC1)c1nsc3ccccc13)CC(=O)N2,60854,412.9,5,1,4,0,76.7,4,1,,72155,,,
Cc1nc(c2c(n1)N(Cc1ccc(cc1)c1ccccc1c1[nH]nnn1)C(=O)CC2)C,60919,411.5,6,1,3,0,101,4,1,,72846,,,
CN1[C@H]2CC[C@@H]1C[C@H](C2)NC(=O)C1=CN(C2CCCCC2)c2ccccc2C1=O,60931,393.5,4,1,4.2,0,52.6,3,1,,73333,,,
C1CC(CN2CCC(C2)c2ccccc2)c2ccc3c(c2C1)OCO3,60932,335.4,3,0,4.6,0,21.7,3,1,,73426,,,
CCC1CN(C)CCC1(OC(=O)CC)c1ccccc1,61118,275.4,3,0,3.2,0,29.5,5,1,,74325,,,
CC[C@H]1CN(C)CC[C@]1(OC(=O)CC)c1ccccc1,61119,275.4,3,0,3.2,0,29.5,5,1,,74981,,,
CCOC(=O)C1(CCN(C)CC1)c1cccc(c1)O,61120,263.33,4,1,2.1,0,49.8,4,1,,74989,,,
CCC(=O)N(c1ccccc1)C1(CCN(CCc2ccccc2)CC1)C(=O)OC,62156,394.5,4,0,3.8,0,49.8,8,1,,75237,,,
C[C@H](N)C(=O)c1ccccc1,62258,149.19,2,1,1.1,0,43.1,2,1,,77501,,,
CC1C2Cc3ccc(cc3C1(C)CCN2C)O,62518,231.33,2,1,1.8,0,23.5,0,1,,77870,,,
CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,62709,311.5,2,1,3.7,0,23.5,7,1,,77991,,,
CC[C@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,62710,353.5,3,0,4.3,0,29.5,9,1,,80554,,,
CCC[C@@](C)(O)[C@H]1CC23C=CC1(OC)[C@H]1Oc4c(ccc5c4C13CCN(C)C2C5)OC(C)=O,62795,453.6,6,1,3.2,0,68.2,6,1,,82730,,,
FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(CCC3OCCCO3)CC1)c1ccccc1S2,62862,507.6,9,0,5.4,0,53.5,7,1,,83909,,,
